id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
558,"Generate interview questions based on this resume and job description: Jenkins, GraphQL, Python, Data Analysis, Machine Learning, Network Security | Target Role: Seeking a Data Scientist role to apply statistical analysis, machine learning, and data visualization techniques to extract meaningful insights from complex datasets and drive data-driven decision making.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
559,"Generate interview questions based on this resume and job description: AWS, Kubernetes, PyTorch, Solidity, Spark, JavaScript, Blockchain, Network Security | Target Role: Looking for a DevOps Engineer position where I can streamline software deployment processes, improve system reliability, and foster a culture of continuous integration and delivery.",,DevOps Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
560,"Generate interview questions based on this resume and job description: Linux, CI/CD, Jenkins, Kubernetes, Docker, Statistics, Machine Learning, Kafka | Target Role: Seeking a challenging role as a Blockchain Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Blockchain Engineer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
561,"Generate interview questions based on this resume and job description: Agile, MongoDB, React, Cybersecurity, Kubernetes, Node.js, Scrum | Target Role: Looking for an opportunity as a Quantum Computing Specialist to leverage my expertise in information technology and make a meaningful impact in the industry.",,Quantum Computing Specialist,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
562,"Generate interview questions based on this resume and job description: MongoDB, Machine Learning, Data Analysis, TensorFlow, Computer Vision | Target Role: Looking for an opportunity as a Software Developer to leverage my expertise in information technology and make a meaningful impact in the industry.",,Software Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
563,"Generate interview questions based on this resume and job description: Docker, Kubernetes, Penetration Testing, Python, Linux | Target Role: Seeking a challenging role as a Cloud Architect where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Cloud Architect,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
564,"Generate interview questions based on this resume and job description: Git, DevOps, Linux, Kafka, SQL, Machine Learning | Target Role: Seeking a challenging role as a AI Ethics Officer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,AI Ethics Officer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
565,"Generate interview questions based on this resume and job description: Blockchain, Machine Learning, Ansible, PyTorch, Microservices, CI/CD | Target Role: Seeking a challenging role as a Mobile Applications Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Mobile Applications Developer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
566,"Generate interview questions based on this resume and job description: Penetration Testing, REST APIs, JavaScript, Computer Vision, Data Analysis, React | Target Role: Targeting a Cybersecurity Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
567,"Generate interview questions based on this resume and job description: TensorFlow, Azure, SQL, GraphQL, AWS | Target Role: Looking for an opportunity as a Cloud Architect to leverage my expertise in computer science and make a meaningful impact in the industry.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
568,"Generate interview questions based on this resume and job description: Linux, Kubernetes, CI/CD, DevOps, Python, REST APIs | Target Role: Aspiring to join a dynamic team as an AI Engineer where I can leverage my expertise in deep learning, natural language processing, and computer vision to build innovative AI products and services.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
569,"Generate interview questions based on this resume and job description: Git, Data Analysis, Ansible, Scrum | Target Role: Seeking a DevOps Engineer role to bridge development and operations teams by implementing CI/CD pipelines, infrastructure automation, and monitoring solutions.",,nan,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
570,"Generate interview questions based on this resume and job description: Kubernetes, Python, Machine Learning, CI/CD | Target Role: Seeking a challenging role as a Cybersecurity Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
571,"Generate interview questions based on this resume and job description: TensorFlow, Data Analysis, Azure, Linux, GraphQL, Deep Learning | Target Role: Looking for an opportunity as a Frontend Developer to leverage my expertise in artificial intelligence and make a meaningful impact in the industry.",,Frontend Developer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
572,"Generate interview questions based on this resume and job description: JavaScript, Kafka, Microservices, Docker, Terraform | Target Role: Looking for an opportunity as a Mobile Applications Developer to leverage my expertise in information systems and make a meaningful impact in the industry.",,Mobile Applications Developer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
573,"Generate interview questions based on this resume and job description: Penetration Testing, Azure, Cybersecurity, Kafka, Linux | Target Role: Seeking a challenging role as a Backend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Backend Developer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
